Number	Accession	A's	G's	C's	T's	N's	Length	GC%
87655	CY046852  	286	256	208	235	0	1000	47.1
87656	CY046852  	286	256	208	235	0	1000	47.1
87657	CY046853  	452	331	264	372	0	1440	41.9
87658	CY046854  	502	403	300	318	0	1545	46.2
87659	CY046855  	271	201	169	209	0	863	43.5
87660	CY046855  	271	201	169	209	0	863	43.5
87661	CY046856  	710	533	428	501	0	2204	44.2
87662	CY046857  	820	520	444	519	0	2336	41.9
87663	CY046858  	770	591	434	494	0	2322	44.8
87664	CY057534  	615	386	319	414	0	1759	40.7
87665	CY057535  	288	255	208	236	0	1002	46.9
87666	CY057535  	288	255	208	236	0	1002	46.9
87667	CY057536  	453	331	264	372	0	1441	41.9
87668	CY057537  	503	402	300	318	0	1545	46.1
87669	CY057538  	271	201	169	209	0	863	43.5
87670	CY057538  	271	201	169	209	0	863	43.5
87671	CY057539  	713	531	425	506	0	2207	44.0
87672	CY057540  	820	521	443	519	0	2336	41.9
87673	CY057541  	774	589	433	497	0	2326	44.6
87674	CY057494  	617	384	319	414	0	1759	40.5
87675	CY057495  	289	254	208	236	0	1002	46.8
87676	CY057495  	289	254	208	236	0	1002	46.8
87677	CY057496  	452	332	264	372	0	1441	42.0
87678	CY057497  	504	401	301	317	0	1545	46.1
87679	CY057498  	269	202	169	210	0	863	43.6
87680	CY057498  	269	202	169	210	0	863	43.6
87681	CY057499  	711	534	426	504	0	2207	44.1
87682	CY057500  	821	520	445	517	0	2336	41.9
87683	CY057501  	772	591	432	498	0	2326	44.6
87684	CY063291  	609	381	316	415	0	1746	40.5
87685	CY063292  	288	253	207	234	0	997	46.8
87686	CY063292  	288	253	207	234	0	997	46.8
87687	CY063293  	452	330	261	375	0	1439	41.7
87688	CY063294  	503	400	299	314	0	1538	46.1
87689	CY063295  	266	202	168	208	0	857	43.8
87690	CY063295  	266	202	168	208	0	857	43.8
87691	CY063296  	709	533	425	502	0	2200	44.2
87692	CY063297  	821	518	443	517	0	2332	41.8
87693	CY063298  	771	591	433	497	0	2325	44.7
87694	CY057854  	615	385	319	415	0	1759	40.6
87695	CY057855  	289	254	207	237	0	1002	46.7
87696	CY057855  	289	254	207	237	0	1002	46.7
87697	CY057856  	454	330	265	371	0	1441	41.9
87698	CY057857  	505	400	300	318	0	1545	46.0
87699	CY057858  	270	202	169	209	0	863	43.6
87700	CY057858  	270	202	169	209	0	863	43.6
87701	CY057859  	713	533	426	503	0	2207	44.1
87702	CY057860  	822	519	444	518	0	2336	41.8
87703	CY057861  	771	590	433	499	0	2326	44.6
87704	CY058468  	619	382	320	413	0	1759	40.5
87705	CY058469  	289	254	208	236	0	1002	46.8
87706	CY058469  	289	254	208	236	0	1002	46.8
87707	CY058470  	454	330	264	372	0	1441	41.8
87708	CY058471  	505	399	301	317	0	1544	46.0
87709	CY058472  	271	202	168	209	0	863	43.5
87710	CY058472  	271	202	168	209	0	863	43.5
87711	CY058473  	713	532	427	503	0	2207	44.1
87712	CY058474  	820	521	442	520	0	2336	41.8
87713	CY058475  	773	590	432	498	0	2326	44.6
87714	CY057486  	616	385	319	414	0	1759	40.6
87715	CY057487  	290	253	208	236	0	1002	46.7
87716	CY057487  	290	253	208	236	0	1002	46.7
87717	CY057488  	453	331	264	372	0	1441	41.9
87718	CY057489  	505	399	301	318	0	1545	46.0
87719	CY057490  	270	202	169	209	0	863	43.6
87720	CY057490  	270	202	169	209	0	863	43.6
87721	CY057491  	711	534	427	503	0	2207	44.2
87722	CY057492  	820	521	443	519	0	2336	41.9
87723	CY057493  	775	587	434	497	0	2326	44.5
87724	CY046483  	605	384	317	414	0	1745	40.8
87725	CY046484  	285	254	207	236	0	997	46.9
87726	CY046484  	285	254	207	236	0	997	46.9
87727	CY046485  	450	331	262	373	0	1437	41.9
87728	CY046486  	501	401	298	315	0	1537	46.1
87729	CY046487  	267	201	168	208	0	857	43.7
87730	CY046487  	267	201	168	208	0	857	43.7
87731	CY046488  	709	533	425	502	0	2200	44.2
87732	CY046489  	819	519	443	517	0	2331	41.9
87733	CY046490  	771	591	433	497	0	2325	44.7
87734	CY057027  	618	383	319	414	0	1759	40.5
87735	CY057028  	290	255	207	235	0	1002	46.8
87736	CY057028  	290	255	207	235	0	1002	46.8
87737	CY057029  	452	333	261	374	0	1441	41.8
87738	CY057030  	504	401	301	317	0	1545	46.1
87739	CY057031  	270	202	169	209	0	863	43.6
87740	CY057031  	270	202	169	209	0	863	43.6
87741	CY057032  	712	533	427	503	0	2207	44.1
87742	CY057033  	821	520	443	519	0	2336	41.8
87743	CY057034  	771	591	433	498	0	2326	44.7
87744	CY050975  	616	383	320	415	0	1759	40.5
87745	CY050976  	288	255	207	237	0	1002	46.8
87746	CY050976  	288	255	207	237	0	1002	46.8
87747	CY050977  	452	331	262	373	0	1439	41.8
87748	CY050978  	503	402	300	318	0	1545	46.1
87749	CY050979  	271	201	169	209	0	863	43.5
87750	CY050979  	271	201	169	209	0	863	43.5
87751	CY050980  	712	533	427	503	0	2207	44.1
87752	CY050981  	820	520	445	518	0	2336	41.9
87753	CY050982  	771	591	433	498	0	2326	44.7
87754	CY050943  	616	384	319	414	0	1758	40.6
87755	CY050944  	289	254	207	237	0	1002	46.7
87756	CY050944  	289	254	207	237	0	1002	46.7
87757	CY050945  	454	331	263	373	0	1442	41.8
87758	CY050946  	503	402	301	317	0	1545	46.2
87759	CY050947  	271	201	168	210	0	863	43.4
87760	CY050947  	271	201	168	210	0	863	43.4
87761	CY050948  	712	533	427	503	0	2207	44.1
87762	CY050949  	822	519	443	519	0	2336	41.8
87763	CY050950  	770	590	433	494	0	2320	44.7
87764	CY046499  	606	383	317	415	0	1746	40.7
87765	CY046500  	288	254	207	236	0	1000	46.8
87766	CY046500  	288	254	207	236	0	1000	46.8
87767	CY046501  	451	331	263	373	0	1439	41.9
87768	CY046502  	504	402	298	315	0	1541	46.1
87769	CY046503  	268	201	167	208	0	857	43.6
87770	CY046503  	268	201	167	208	0	857	43.6
87771	CY046504  	708	534	425	502	0	2200	44.2
87772	CY046505  	819	519	443	517	0	2331	41.9
87773	CY046506  	771	591	433	497	0	2325	44.7
87774	CY046875  	611	382	318	415	0	1751	40.6
87775	CY046876  	287	255	207	236	0	1000	46.9
87776	CY046876  	287	255	207	236	0	1000	46.9
87777	CY046877  	452	330	262	370	0	1435	41.9
87778	CY046878  	504	401	301	317	0	1545	46.1
87779	CY046879  	271	201	169	209	0	863	43.5
87780	CY046879  	271	201	169	209	0	863	43.5
87781	CY046880  	711	533	425	502	0	2203	44.1
87782	CY046881  	821	520	443	519	0	2336	41.8
87783	CY046882  	771	590	433	495	0	2322	44.7
87784	CY058022  	608	382	315	415	0	1745	40.5
87785	CY058023  	286	253	208	235	0	997	46.9
87786	CY058023  	286	253	208	235	0	997	46.9
87787	CY058024  	453	330	264	371	0	1439	41.9
87788	CY058025  	502	401	295	318	0	1538	45.9
87789	CY058026  	266	202	168	208	0	857	43.8
87790	CY058026  	266	202	168	208	0	857	43.8
87791	CY058027  	711	530	426	502	0	2200	44.1
87792	CY058028  	817	522	443	517	0	2332	42.0
87793	CY058029  	774	589	432	497	0	2325	44.5
87794	CY057470  	615	386	319	414	0	1759	40.7
87795	CY057471  	289	254	208	236	0	1002	46.8
87796	CY057471  	289	254	208	236	0	1002	46.8
87797	CY057472  	453	331	264	372	0	1441	41.9
87798	CY057473  	504	401	301	317	0	1545	46.1
87799	CY057474  	269	202	169	210	0	863	43.6
87800	CY057474  	269	202	169	210	0	863	43.6
87801	CY057475  	712	534	426	503	0	2207	44.1
87802	CY057476  	821	520	444	518	0	2336	41.9
87803	CY057477  	773	590	432	498	0	2326	44.6
87804	CY057510  	616	385	319	414	0	1759	40.6
87805	CY057511  	289	254	208	236	0	1002	46.8
87806	CY057511  	289	254	208	236	0	1002	46.8
87807	CY057512  	453	331	264	372	0	1441	41.9
87808	CY057513  	505	400	301	317	0	1545	46.0
87809	CY057514  	270	202	169	209	0	863	43.6
87810	CY057514  	270	202	169	209	0	863	43.6
87811	CY057515  	708	537	425	505	0	2207	44.2
87812	CY057516  	822	519	442	520	0	2336	41.7
87813	CY057517  	772	590	433	498	0	2326	44.6
87814	CY050927  	616	384	319	414	0	1758	40.6
87815	CY050928  	288	255	207	237	0	1002	46.8
87816	CY050928  	288	255	207	237	0	1002	46.8
87817	CY050929  	453	330	263	374	0	1441	41.8
87818	CY050930  	503	402	300	318	0	1545	46.1
87819	CY050931  	271	201	169	209	0	863	43.5
87820	CY050931  	271	201	169	209	0	863	43.5
87821	CY050932  	712	533	427	503	0	2207	44.1
87822	CY050933  	820	520	443	520	0	2336	41.8
87823	CY050934  	772	590	433	498	0	2326	44.6
87824	CY051175  	615	384	319	416	0	1759	40.5
87825	CY051176  	289	254	207	237	0	1002	46.7
87826	CY051176  	289	254	207	237	0	1002	46.7
87827	CY051177  	452	331	263	373	0	1440	41.9
87828	CY051178  	503	402	301	317	0	1545	46.2
87829	CY051179  	270	202	169	209	0	863	43.6
87830	CY051179  	270	202	169	209	0	863	43.6
87831	CY051180  	712	533	427	503	0	2207	44.1
87832	CY051181  	821	520	443	519	0	2336	41.8
87833	CY051182  	771	591	433	498	0	2326	44.7
87834	CY046691  	606	383	317	414	0	1745	40.7
87835	CY046692  	285	254	207	236	0	997	46.9
87836	CY046692  	285	254	207	236	0	997	46.9
87837	CY046693  	451	331	263	373	0	1439	41.9
87838	CY046694  	504	401	298	315	0	1540	46.0
87839	CY046695  	268	200	168	208	0	857	43.6
87840	CY046695  	268	200	168	208	0	857	43.6
87841	CY046696  	708	534	425	502	0	2200	44.2
87842	CY046697  	820	519	443	517	0	2332	41.8
87843	CY046698  	771	591	433	497	0	2325	44.7
87844	CY046411  	616	384	319	415	0	1759	40.5
87845	CY046412  	291	255	207	237	0	1005	46.7
87846	CY046412  	291	255	207	237	0	1005	46.7
87847	CY046413  	456	331	263	373	0	1444	41.7
87848	CY046414  	503	402	301	317	0	1545	46.2
87849	CY046415  	271	201	169	209	0	863	43.5
87850	CY046415  	271	201	169	209	0	863	43.5
87851	CY046416  	712	533	427	503	0	2207	44.1
87852	CY046417  	821	520	443	519	0	2336	41.8
87853	CY046418  	771	591	433	498	0	2326	44.7
87854	CY050404  	616	384	319	414	0	1758	40.6
87855	CY050405  	288	255	207	237	0	1002	46.8
87856	CY050405  	288	255	207	237	0	1002	46.8
87857	CY050406  	453	331	263	373	0	1441	41.8
87858	CY050407  	503	402	301	317	0	1545	46.2
87859	CY050408  	271	201	169	209	0	863	43.5
87860	CY050408  	271	201	169	209	0	863	43.5
87861	CY050409  	712	533	427	503	0	2207	44.1
87862	CY050410  	821	520	442	520	0	2336	41.8
87863	CY050411  	771	591	433	498	0	2326	44.7
87864	CY051015  	614	385	319	415	1	1759	40.6
87865	CY051016  	288	255	207	237	0	1002	46.8
87866	CY051016  	288	255	207	237	0	1002	46.8
87867	CY051017  	452	332	262	373	0	1440	41.9
87868	CY051018  	502	403	301	317	0	1545	46.2
87869	CY051019  	271	201	169	209	0	863	43.5
87870	CY051019  	271	201	169	209	0	863	43.5
87871	CY051020  	712	533	427	503	0	2207	44.1
87872	CY051021  	821	520	442	520	0	2336	41.8
87873	CY051022  	771	591	433	498	0	2326	44.7
87874	CY058412  	620	383	316	415	0	1759	40.3
87875	CY058413  	290	253	208	236	0	1002	46.7
87876	CY058413  	290	253	208	236	0	1002	46.7
87877	CY058414  	453	331	264	372	0	1441	41.9
87878	CY058415  	504	401	300	318	0	1545	46.0
87879	CY058416  	269	203	168	210	0	863	43.6
87880	CY058416  	269	203	168	210	0	863	43.6
87881	CY058417  	711	534	428	502	0	2207	44.2
87882	CY058418  	821	520	443	519	0	2336	41.8
87883	CY058419  	770	590	432	501	0	2326	44.6
87884	CY057422  	616	385	319	414	0	1759	40.6
87885	CY057423  	289	254	208	236	0	1002	46.8
87886	CY057423  	289	254	208	236	0	1002	46.8
87887	CY057424  	452	332	264	372	0	1441	42.0
87888	CY057425  	504	401	301	317	0	1545	46.1
87889	CY057426  	269	202	169	210	0	863	43.6
87890	CY057426  	269	202	169	210	0	863	43.6
87891	CY057427  	712	534	426	503	0	2207	44.1
87892	CY057428  	821	519	445	518	0	2336	41.9
87893	CY057428  	821	519	445	518	0	2336	41.9
87894	CY057429  	771	592	432	498	0	2326	44.7
87895	CY046603  	613	384	319	414	0	1755	40.6
87896	CY046604  	289	255	207	236	0	1002	46.8
87897	CY046604  	289	255	207	236	0	1002	46.8
87898	CY046605  	452	332	263	373	0	1441	41.9
87899	CY046606  	503	401	301	317	0	1544	46.1
87900	CY046607  	272	200	169	209	0	863	43.4
87901	CY046607  	272	200	169	209	0	863	43.4
87902	CY046608  	711	534	428	502	0	2207	44.2
87903	CY046609  	820	520	444	519	0	2336	41.9
87904	CY046610  	769	588	432	492	0	2314	44.7
87905	CY051191  	617	383	319	415	0	1759	40.5
87906	CY051192  	289	254	207	237	0	1002	46.7
87907	CY051192  	289	254	207	237	0	1002	46.7
87908	CY051193  	451	332	262	373	1	1440	41.9
87909	CY051194  	503	402	300	318	0	1545	46.1
87910	CY051195  	271	201	169	209	0	863	43.5
87911	CY051195  	271	201	169	209	0	863	43.5
87912	CY051196  	711	534	428	502	0	2207	44.2
87913	CY051197  	820	520	443	520	0	2336	41.8
87914	CY051198  	772	590	433	498	0	2326	44.6
87915	CY046883  	615	384	319	414	0	1757	40.6
87916	CY046884  	286	255	207	236	0	999	47.0
87917	CY046884  	286	255	207	236	0	999	47.0
87918	CY046885  	452	331	262	372	0	1438	41.8
87919	CY046886  	504	402	301	317	0	1546	46.1
87920	CY046887  	269	201	167	209	0	859	43.5
87921	CY046887  	269	201	167	209	0	859	43.5
87922	CY046888  	710	533	425	500	0	2199	44.2
87923	CY046889  	822	520	443	520	0	2338	41.8
87924	CY046890  	771	590	433	495	0	2322	44.7
87925	CY058340  	607	383	317	414	0	1746	40.7
87926	CY058341  	287	252	208	235	0	997	46.8
87927	CY058341  	287	252	208	235	0	997	46.8
87928	CY058342  	451	331	264	372	0	1439	42.0
87929	CY058343  	503	400	299	314	0	1538	46.1
87930	CY058344  	265	203	168	208	0	857	44.0
87931	CY058344  	265	203	168	208	0	857	44.0
87932	CY058345  	707	534	425	503	0	2200	44.2
87933	CY058346  	820	519	444	516	0	2332	41.9
87934	CY058347  	769	592	432	499	0	2325	44.7
87935	CY057886  	618	384	317	415	0	1759	40.4
87936	CY057887  	289	254	208	236	0	1002	46.8
87937	CY057887  	289	254	208	236	0	1002	46.8
87938	CY057888  	454	330	261	375	0	1441	41.6
87939	CY057889  	503	400	302	318	0	1545	46.1
87940	CY057890  	270	202	169	209	0	863	43.6
87941	CY057890  	270	202	169	209	0	863	43.6
87942	CY057891  	712	533	427	503	0	2207	44.1
87943	CY057892  	823	519	444	517	0	2336	41.8
87944	CY057893  	775	587	435	496	0	2326	44.6
87945	CY051159  	616	384	319	415	0	1759	40.5
87946	CY051160  	288	255	207	237	0	1002	46.8
87947	CY051160  	288	255	207	237	0	1002	46.8
87948	CY051161  	453	331	263	373	0	1441	41.8
87949	CY051162  	504	401	301	317	0	1545	46.1
87950	CY051163  	271	201	169	209	0	863	43.5
87951	CY051163  	271	201	169	209	0	863	43.5
87952	CY051164  	712	533	427	503	0	2207	44.1
87953	CY051165  	821	520	441	521	0	2336	41.7
87954	CY051166  	771	591	433	498	0	2326	44.7
87955	CY057654  	618	383	319	414	0	1759	40.5
87956	CY057655  	290	253	208	236	0	1002	46.7
87957	CY057655  	290	253	208	236	0	1002	46.7
87958	CY057656  	453	331	264	372	0	1441	41.9
87959	CY057657  	505	400	302	316	0	1545	46.1
87960	CY057658  	268	204	169	209	0	863	43.9
87961	CY057658  	268	204	169	209	0	863	43.9
87962	CY057659  	710	534	427	504	0	2207	44.2
87963	CY057660  	821	520	443	519	0	2336	41.8
87964	CY057661  	769	592	433	499	0	2326	44.7
87965	CY057606  	609	382	316	414	0	1746	40.6
87966	CY057607  	286	252	208	235	1	997	46.8
87967	CY057607  	286	252	208	235	1	997	46.8
87968	CY057608  	452	331	264	371	0	1439	42.0
87969	CY057609  	502	401	296	317	0	1538	46.0
87970	CY057610  	266	202	168	208	0	857	43.8
87971	CY057610  	266	202	168	208	0	857	43.8
87972	CY057611  	711	530	426	502	0	2200	44.1
87973	CY057612  	817	522	444	516	0	2332	42.0
87974	CY057613  	773	590	433	496	0	2325	44.6
87975	CY057502  	616	385	319	414	0	1759	40.6
87976	CY057503  	289	254	208	236	0	1002	46.8
87977	CY057503  	289	254	208	236	0	1002	46.8
87978	CY057504  	452	332	264	372	0	1441	42.0
87979	CY057505  	504	401	301	317	0	1545	46.1
87980	CY057506  	269	202	170	209	0	863	43.8
87981	CY057506  	269	202	170	209	0	863	43.8
87982	CY057507  	712	534	426	503	0	2207	44.1
87983	CY057508  	821	520	445	517	0	2336	41.9
87984	CY057509  	772	591	432	498	0	2326	44.6
87985	CY046619  	616	384	319	415	0	1759	40.5
87986	CY046620  	288	255	207	237	0	1002	46.8
87987	CY046620  	288	255	207	237	0	1002	46.8
87988	CY046621  	452	331	261	372	1	1438	41.8
87989	CY046622  	501	401	298	315	1	1538	46.1
87990	CY046623  	271	201	169	208	1	863	43.5
87991	CY046623  	271	201	169	208	1	863	43.5
87992	CY046624  	711	533	425	502	0	2203	44.1
87993	CY046625  	821	518	443	517	0	2332	41.8
87994	CY046626  	767	587	432	496	1	2316	44.6
87995	CY051071  	615	384	318	415	0	1757	40.5
87996	CY051072  	285	254	207	236	0	997	46.9
87997	CY051072  	285	254	207	236	0	997	46.9
87998	CY051073  	452	330	262	368	0	1433	41.9
87999	CY051074  	504	401	301	317	0	1545	46.1
88000	CY051075  	268	201	168	208	0	858	43.7
88001	CY051075  	268	201	168	208	0	858	43.7
88002	CY051076  	711	533	427	501	0	2204	44.2
88003	CY051077  	822	519	444	518	0	2336	41.8
88004	CY051078  	771	591	433	498	0	2326	44.7
88005	CY054683  	618	382	317	417	0	1759	40.3
88006	CY054684  	288	255	207	237	0	1002	46.8
88007	CY054684  	288	255	207	237	0	1002	46.8
88008	CY054685  	453	331	263	373	0	1441	41.8
88009	CY054686  	502	403	301	317	0	1545	46.2
88010	CY054687  	272	200	169	209	0	863	43.4
88011	CY054687  	272	200	169	209	0	863	43.4
88012	CY054688  	712	533	426	504	0	2207	44.1
88013	CY054689  	817	516	440	510	0	2316	41.9
88014	CY054690  	768	590	433	494	0	2318	44.8
88015	CY050983  	616	384	318	416	0	1759	40.5
88016	CY050984  	288	255	207	237	0	1002	46.8
88017	CY050984  	288	255	207	237	0	1002	46.8
88018	CY050985  	453	331	263	373	0	1441	41.8
88019	CY050986  	503	402	301	317	0	1545	46.2
88020	CY050987  	271	201	168	210	0	863	43.4
88021	CY050987  	271	201	168	210	0	863	43.4
88022	CY050988  	712	533	427	503	0	2207	44.1
88023	CY050989  	821	520	443	519	0	2336	41.8
88024	CY050990  	771	591	433	498	0	2326	44.7
88025	CY057942  	616	385	319	414	0	1759	40.6
88026	CY057943  	290	253	207	237	0	1002	46.6
88027	CY057943  	290	253	207	237	0	1002	46.6
88028	CY057944  	453	331	264	372	0	1441	41.9
88029	CY057945  	504	400	301	318	0	1545	46.0
88030	CY057946  	269	203	169	209	0	863	43.8
88031	CY057946  	269	203	169	209	0	863	43.8
88032	CY057947  	711	534	427	503	0	2207	44.2
88033	CY057948  	820	521	443	519	0	2336	41.9
88034	CY057949  	775	588	432	498	0	2326	44.5
88035	CY058030  	620	381	316	417	0	1759	40.2
88036	CY058031  	289	254	208	236	0	1002	46.8
88037	CY058031  	289	254	208	236	0	1002	46.8
88038	CY058032  	454	331	262	373	0	1441	41.8
88039	CY058033  	504	401	301	317	0	1545	46.1
88040	CY058034  	271	201	169	209	0	863	43.5
88041	CY058034  	271	201	169	209	0	863	43.5
88042	CY058035  	712	533	427	503	0	2207	44.1
88043	CY058036  	824	518	443	518	0	2336	41.7
88044	CY058037  	774	588	434	497	0	2326	44.6
88045	CY057366  	616	385	319	414	0	1759	40.6
88046	CY057367  	289	254	208	236	0	1002	46.8
88047	CY057367  	289	254	208	236	0	1002	46.8
88048	CY057368  	453	331	263	373	0	1441	41.8
88049	CY057369  	504	401	300	318	0	1545	46.0
88050	CY057370  	269	204	169	208	0	863	43.9
88051	CY057370  	269	204	169	208	0	863	43.9
88052	CY057371  	713	532	428	502	0	2207	44.1
88053	CY057372  	821	520	443	519	0	2336	41.8
88054	CY057373  	773	590	433	497	0	2326	44.6
88055	CY051031  	618	382	319	415	0	1759	40.4
88056	CY051032  	288	255	207	237	0	1002	46.8
88057	CY051032  	288	255	207	237	0	1002	46.8
88058	CY051033  	453	330	263	374	0	1441	41.8
88059	CY051034  	503	402	301	317	0	1545	46.2
88060	CY051035  	271	201	169	209	0	863	43.5
88061	CY051035  	271	201	169	209	0	863	43.5
88062	CY051036  	712	533	427	503	0	2207	44.1
88063	CY051037  	821	520	442	520	0	2336	41.8
88064	CY051038  	771	591	433	498	0	2326	44.7
88065	CY050999  	614	385	318	417	0	1759	40.5
88066	CY051000  	288	255	207	237	0	1002	46.8
88067	CY051000  	288	255	207	237	0	1002	46.8
88068	CY051001  	452	331	263	373	0	1440	41.9
88069	CY051002  	505	400	301	317	0	1545	46.0
88070	CY051003  	271	201	169	209	0	863	43.5
88071	CY051003  	271	201	169	209	0	863	43.5
88072	CY051004  	712	533	427	503	0	2207	44.1
88073	CY051005  	821	520	443	519	0	2336	41.8
88074	CY051006  	771	591	433	498	0	2326	44.7
88075	CY058014  	609	380	317	415	0	1746	40.5
88076	CY058015  	288	251	208	235	0	997	46.7
88077	CY058015  	288	251	208	235	0	997	46.7
88078	CY058016  	453	329	264	372	0	1439	41.8
88079	CY058017  	503	400	296	317	0	1538	45.9
88080	CY058018  	265	203	168	208	0	857	44.0
88081	CY058018  	265	203	168	208	0	857	44.0
88082	CY058019  	712	529	426	502	0	2200	44.0
88083	CY058020  	817	522	443	517	0	2332	42.0
88084	CY058021  	772	590	433	497	0	2325	44.6
88085	CY063227  	606	384	316	415	0	1746	40.7
88086	CY063228  	286	253	208	235	0	997	46.9
88087	CY063228  	286	253	208	235	0	997	46.9
88088	CY063229  	451	331	265	371	0	1439	42.0
88089	CY063230  	503	400	299	314	0	1538	46.1
88090	CY063231  	265	203	166	210	0	857	43.7
88091	CY063231  	265	203	166	210	0	857	43.7
88092	CY063232  	709	533	422	505	0	2200	44.0
88093	CY063233  	820	519	443	517	0	2332	41.8
88094	CY063234  	774	589	432	497	0	2325	44.5
88095	CY046427  	611	381	317	411	0	1745	40.6
88096	CY046428  	288	255	207	237	0	1002	46.8
88097	CY046428  	288	255	207	237	0	1002	46.8
88098	CY046429  	452	331	262	372	0	1438	41.8
88099	CY046430  	503	402	301	317	0	1545	46.2
88100	CY046431  	271	201	169	209	0	863	43.5
88101	CY046431  	271	201	169	209	0	863	43.5
88102	CY046432  	711	533	427	501	0	2204	44.2
88103	CY046433  	820	519	443	517	0	2332	41.8
88104	CY046434  	771	590	433	495	0	2322	44.7
88105	CY058364  	608	383	317	413	0	1746	40.7
88106	CY058365  	285	254	208	235	0	997	47.0
88107	CY058365  	285	254	208	235	0	997	47.0
88108	CY058366  	453	329	263	373	0	1439	41.7
88109	CY058367  	501	401	299	315	0	1538	46.2
88110	CY058368  	266	202	168	208	0	857	43.8
88111	CY058368  	266	202	168	208	0	857	43.8
88112	CY058369  	710	532	426	501	0	2200	44.2
88113	CY058370  	821	517	446	515	0	2332	41.9
88114	CY058371  	772	590	432	498	0	2325	44.6
88115	CY057558  	615	386	320	413	0	1759	40.7
88116	CY057559  	289	254	208	236	0	1002	46.8
88117	CY057559  	289	254	208	236	0	1002	46.8
88118	CY057560  	453	332	263	371	1	1441	41.9
88119	CY057561  	504	401	301	317	0	1545	46.1
88120	CY057562  	269	202	169	210	0	863	43.6
88121	CY057562  	269	202	169	210	0	863	43.6
88122	CY057563  	712	534	425	504	0	2207	44.1
